s776,GGmgMNggMGmn
s776,GGmgNggMGn
s780,GGmgMGmnGMgm
s776,GGMgNggmGn
s774,GGmnGmGmnGGn
s647,GGMGGMgNgM
s780,GMgNgMGmgMgm
s785,GGmgNgmGGmn
s774,GGMnGGnGmGn
s785,GGMgNgMgNgM
s782,GGGMgMNgMNgM
